-6.0,NaN
-5.95,NaN
-5.9,NaN
-5.85,NaN
-5.8,NaN
-5.75,NaN
-5.7,NaN
-5.65,NaN
-5.6,NaN
-5.55,NaN
-5.5,NaN
-5.45,NaN
-5.4,NaN
-5.35,NaN
-5.3,NaN
-5.25,NaN
-5.2,NaN
-5.15,NaN
-5.1,NaN
-5.05,NaN
-5.0,NaN
-4.95,NaN
-4.9,NaN
-4.85,NaN
-4.8,NaN
-4.75,NaN
-4.7,NaN
-4.65,NaN
-4.6,NaN
-4.55,NaN
-4.5,NaN
-4.45,NaN
-4.4,NaN
-4.35,NaN
-4.3,NaN
-4.25,NaN
-4.2,NaN
-4.15,NaN
-4.1,NaN
-4.05,NaN
-4.0,NaN
-3.9499999999999997,NaN
-3.9,NaN
-3.85,NaN
-3.8,NaN
-3.75,NaN
-3.6999999999999997,NaN
-3.65,NaN
-3.5999999999999996,NaN
-3.55,NaN
-3.5,NaN
-3.4499999999999997,NaN
-3.4,NaN
-3.3499999999999996,NaN
-3.3,NaN
-3.25,NaN
-3.1999999999999997,NaN
-3.15,NaN
-3.0999999999999996,NaN
-3.05,NaN
-3.0,NaN
-2.9499999999999997,NaN
-2.9,NaN
-2.8499999999999996,NaN
-2.8,NaN
-2.75,NaN
-2.6999999999999997,NaN
-2.65,NaN
-2.5999999999999996,NaN
-2.55,NaN
-2.5,NaN
-2.4499999999999997,NaN
-2.4,NaN
-2.3499999999999996,NaN
-2.3,NaN
-2.25,NaN
-2.1999999999999997,NaN
-2.15,NaN
-2.0999999999999996,NaN
-2.05,NaN
-2.0,NaN
-1.9500000000000002,NaN
-1.8999999999999995,NaN
-1.8499999999999996,NaN
-1.7999999999999998,NaN
-1.75,NaN
-1.7000000000000002,NaN
-1.6499999999999995,NaN
-1.5999999999999996,NaN
-1.5499999999999998,NaN
-1.5,NaN
-1.4500000000000002,NaN
-1.3999999999999995,NaN
-1.3499999999999996,NaN
-1.2999999999999998,NaN
-1.25,NaN
-1.1999999999999993,NaN
-1.1499999999999995,NaN
-1.0999999999999996,NaN
-1.0499999999999998,NaN
-1.0,NaN
-0.9499999999999993,NaN
-0.8999999999999995,NaN
-0.8499999999999996,NaN
-0.7999999999999998,NaN
-0.75,NaN
-0.6999999999999993,NaN
-0.6499999999999995,NaN
-0.5999999999999996,NaN
-0.5499999999999998,NaN
-0.5,NaN
-0.4499999999999993,NaN
-0.39999999999999947,NaN
-0.34999999999999964,NaN
-0.2999999999999998,NaN
-0.25,NaN
-0.1999999999999993,NaN
-0.14999999999999947,NaN
-0.09999999999999964,NaN
-0.04999999999999982,NaN
0.0,NaN
0.05000000000000071,1.3250489737767954
0.10000000000000053,0.7199408427768066
0.15000000000000036,0.4492917139236508
0.20000000000000018,0.29455981967531963
0.25,0.19586050461089627
0.3000000000000007,0.12904424988977994
0.35000000000000053,0.0822532394187386
0.40000000000000036,0.048906059762272795
0.4500000000000002,0.0250282526609513
0.5,0.008066248883654882
0.5500000000000007,-0.003700436004603751
0.6000000000000005,-0.01147536242777834
0.6500000000000004,-0.016126595017155264
0.7000000000000002,-0.018296256486885095
0.75,-0.018469526006484438
