-6.0,406.45200745397034
-5.95,430.7712599326657
-5.9,1759.2697749406093
-5.85,-251.29638479597284
-5.8,-78.46282393072133
-5.75,-36.715185188049304
-5.7,-20.508810941097384
-5.65,-12.832760655338282
-5.6,-8.784352492643542
-5.55,-6.547422419962141
-5.5,-5.3834565023535585
-5.45,-5.10665025681805
-5.4,-6.441722382370955
-5.35,-28.538750322209864
-5.3,8.530752591932261
-5.25,-3.7041456281753735
-5.2,-0.1989182918401402
-5.15,-0.022146792160479423
-5.1,-5.824590503820147E-4
-5.05,0.001273367310438636
-5.0,7.15455942087718E-4
-4.95,2.5681129217301236E-4
-4.9,6.490250122665382E-5
-4.85,1.0226405056768429E-5
-4.8,6.810306071128666E-7
-4.75,4.250582053099071E-9
-4.7,5.424617387089508E-12
-4.65,8.885703558707204E-8
-4.6,3.0746749405558325E-6
-4.55,2.864564610226575E-5
-4.5,1.4904060296053615E-4
-4.45,5.621691312178431E-4
-4.4,0.001747733567042064
-4.35,0.0048479736582530755
-4.3,0.01278095811485488
-4.25,0.0344129429776922
-4.2,0.10834266713049404
-4.15,0.7508507851634235
-4.1,-0.7214277015304019
-4.05,-0.562831588480471
-4.0,-0.842934672440011
-3.9499999999999997,-2.8818710322888266
-3.9,3.018529984101164
-3.85,1.4393955789263664
-3.8,1.280203227413524
-3.75,1.418425509086069
-3.6999999999999997,1.763503552836251
-3.65,2.349531713427634
-3.5999999999999996,3.277937331436364
-3.55,4.7374268935063055
-3.5,7.072611148846427
-3.4499999999999997,10.947186890027117
-3.4,17.756942853041277
-3.3499999999999996,30.829347886936276
-3.3,59.70045586977911
-3.25,141.19941855609545
-3.1999999999999997,533.3505946847584
-3.15,27936.527724077587
-3.0999999999999996,1226.203308885752
-3.05,268.90066292720843
-3.0,118.47780555708079
-2.9499999999999997,67.47658450303506
-2.9,43.835787276399614
-2.8499999999999996,30.793899113801874
-2.8,22.73639245465485
-2.75,17.31473629713649
-2.6999999999999997,13.363855935606468
-2.65,10.218895050854012
-2.5999999999999996,7.511904038292922
-2.55,5.166590323360072
-2.5,3.3086997835059098
-2.4499999999999997,2.0075346957859663
-2.4,1.1728149390505163
